2025-02-06 16:59:25:385  {"uuid": "b65ec250-b108-4f42-983d-aba9ccd5a6cb", "url": "https://shushilda.com/catalog/sims-4-cc/shoes-sims4/adidas-superstar-ts4/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": null, "previous": null}
2025-02-06 16:59:25:780  {"uuid": "bca352e9-e032-444e-a9f7-377b16b0f6ef", "url": "https://www.candysims.com/snowflakeboots", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": null, "previous": {"uuid": "7df95ce9-fd13-4dfb-bdd0-241847021658", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1675093910&key=f987fc317309e21ce0fdadaaa140c47e&cid=319350", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": "snowflake boots", "previous": {"uuid": "d01de6e5-2787-47a7-a7f2-d96d1942f6be", "url": "https://www.simsfinds.com/continue?key=f987fc317309e21ce0fdadaaa140c47e", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": "snowflake boots", "previous": {"uuid": "5f176f3f-4356-4a94-9b91-c3290cc0d8b2", "url": "https://www.simsfinds.com/downloads/319350/snowflake-boots-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_16.59.20", "filename": "snowflake boots", "previous": null}}}}
2025-02-06 17:31:00:954  {"uuid": "824a2fd2-47b4-4fbf-b04a-1aca3efb9cd4", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/cc-twist-fate-romper/id/1506489/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "25369034-4ea2-422b-8a68-7dde99a7732e", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1600272370&key=aac9117d9f98622e6e55d1612e982bda&cid=239943", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "carvin captoor&#39;s CC.Twist fate romper", "previous": {"uuid": "0134e29f-9574-4b6e-8d84-1f8f6d2ad94c", "url": "https://www.simsfinds.com/continue?key=aac9117d9f98622e6e55d1612e982bda", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "carvin captoor&#39;s CC.Twist fate romper", "previous": {"uuid": "d14bf80b-02fd-4c02-9036-9904722e54fc", "url": "https://www.simsfinds.com/downloads/239943/carvin-captoor-s-cc-twist-fate-romper-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "carvin captoor&#39;s CC.Twist fate romper", "previous": null}}}}
2025-02-06 17:31:00:958  {"uuid": "1c9f243f-3932-4e0d-9c17-fef405a80c73", "url": "https://shushilda.com/catalog/sims-4-cc/shoes-sims4/sims-4-timberland/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "210bf663-70d2-4f84-b2a2-44805547216e", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1673665083&key=293107b3585db7f635c91bd0f458915c&cid=318570", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Timberland Shoes by shushilda", "previous": {"uuid": "6a59de10-b29a-4e3a-aea4-757b4f6ff274", "url": "https://www.simsfinds.com/continue?key=293107b3585db7f635c91bd0f458915c", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Timberland Shoes by shushilda", "previous": {"uuid": "14d2ce11-f581-46d8-8b16-4d410964776e", "url": "https://www.simsfinds.com/downloads/318570/timberland-shoes-by-shushilda-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Timberland Shoes by shushilda", "previous": null}}}}
2025-02-06 17:31:00:958  {"uuid": "1ed13ffc-17d6-4210-912d-34cc29e33531", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/nova-jumpsuit/id/1414665/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "08382bf9-c420-4f83-ac93-196a755e56e9", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1526408215&key=a38cdef9f6c911c17932d6214d8a31d2&cid=112065", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Nova Jumpsuit", "previous": {"uuid": "0de46fda-723a-4560-8816-0b9a6d96cd42", "url": "https://www.simsfinds.com/continue?key=a38cdef9f6c911c17932d6214d8a31d2", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Nova Jumpsuit", "previous": {"uuid": "3c421f5e-69e2-404f-9429-2a6db428866d", "url": "https://www.simsfinds.com/downloads/112065/nova-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Nova Jumpsuit", "previous": null}}}}
2025-02-06 17:31:00:958  {"uuid": "0fc33448-77e5-4661-8dab-08c737bf473a", "url": "https://ruchellsims-cc.blogspot.com/2022/12/ale-wan-heels.html", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "4b603c9a-b1dd-4224-a6e1-53f8caa0796c", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1669973747&key=2e8add2f035f5b2410189a13f3d89fc8&cid=316216", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Ale Heels - Free", "previous": {"uuid": "489412d9-ed12-4b55-82e6-ec914775b202", "url": "https://www.simsfinds.com/continue?key=2e8add2f035f5b2410189a13f3d89fc8", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Ale Heels - Free", "previous": {"uuid": "a4023c3d-466a-4080-927a-2a1dced7f913", "url": "https://www.simsfinds.com/downloads/316216/ale-heels-free-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Ale Heels - Free", "previous": null}}}}
2025-02-06 17:31:00:962  {"uuid": "dcb308e6-4f00-405e-893e-9af7667762d7", "url": "https://shushilda.com/catalog/sims-4-cc/shoes-sims4/nike-air-jordan/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "cd5fba40-2812-4ab5-8402-4f65cdc49d85", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1645417808&key=9e66327dc80e9b229f779cfb82e22072&cid=300752", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Nike Air Jordan by shushilda", "previous": {"uuid": "f36febf3-8cdf-4129-9bfd-7fa2373b4421", "url": "https://www.simsfinds.com/continue?key=9e66327dc80e9b229f779cfb82e22072", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Nike Air Jordan by shushilda", "previous": {"uuid": "18f899ea-c84c-44cb-afb0-9f4cab8d9965", "url": "https://www.simsfinds.com/downloads/300752/nike-air-jordan-by-shushilda-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Nike Air Jordan by shushilda", "previous": null}}}}
2025-02-06 17:31:00:963  {"uuid": "0eec5de7-e354-41de-9c68-f03447a82f0c", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/camuflaje-lamia-jumpsuit/id/1506216/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "9f4a1e95-7560-4e66-8f1f-d1280dee76ad", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1599921761&key=05cdc8986e2b8b24008d85413524ef54&cid=239097", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Camuflaje - Lamia &#40;Jumpsuit&#41;", "previous": {"uuid": "b30b19eb-557e-4a68-9864-fb9eefc4e1c1", "url": "https://www.simsfinds.com/continue?key=05cdc8986e2b8b24008d85413524ef54", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Camuflaje - Lamia &#40;Jumpsuit&#41;", "previous": {"uuid": "720521ad-9ec4-43a6-89b7-aec33324e392", "url": "https://www.simsfinds.com/downloads/239097/camuflaje-lamia-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Camuflaje - Lamia &#40;Jumpsuit&#41;", "previous": null}}}}
2025-02-06 17:31:00:963  {"uuid": "68449335-99af-44c9-a008-7c3a1a5cc280", "url": "https://www.modcollective.gg/sims4/details/collection/541", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "e73014fa-39e6-4703-941c-79724d29e50b", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1733222484&key=0c491cea3ebe9be3c6dc41ffc3dfafdd&cid=357101", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "JAYLENE SET by ali", "previous": {"uuid": "f9789cd7-2cda-472c-9d89-76fda80a057c", "url": "https://www.simsfinds.com/continue?key=0c491cea3ebe9be3c6dc41ffc3dfafdd", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "JAYLENE SET by ali", "previous": {"uuid": "03653110-7ec9-4407-9dd8-91f90665276e", "url": "https://www.simsfinds.com/downloads/357101/jaylene-set-by-ali-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "JAYLENE SET by ali", "previous": null}}}}
2025-02-06 17:31:00:963  {"uuid": "8c421f28-cd45-45e0-a36c-14608e1a7992", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/xckr--checkered-playsuit/id/1482639/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "fcf93bef-8bd8-4255-83f9-7fe8830b3789", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1586972760&key=37fa501fddbe4c0c0e1702e7f7c9b339&cid=207334", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "XCKR - Checkered Playsuit", "previous": {"uuid": "24fd99f4-3371-4b02-935c-e9ca6cbe2968", "url": "https://www.simsfinds.com/continue?key=37fa501fddbe4c0c0e1702e7f7c9b339", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "XCKR - Checkered Playsuit", "previous": {"uuid": "814ef683-83f2-4b2c-9d35-057f4dac933a", "url": "https://www.simsfinds.com/downloads/207334/xckr-checkered-playsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "XCKR - Checkered Playsuit", "previous": null}}}}
2025-02-06 17:31:00:964  {"uuid": "6f83b44e-8568-4e3a-bd76-ffb10ba68c6e", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/athletic-outfit-20200411/id/1485780/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "d744bdc6-df18-49b7-ae6c-a8fde6f2f126", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1586972936&key=22988c4d4e7f076154bef39ebf26ff44&cid=207342", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Athletic Outfit 20200411", "previous": {"uuid": "542c1cca-ee27-414c-89f1-6040224a746b", "url": "https://www.simsfinds.com/continue?key=22988c4d4e7f076154bef39ebf26ff44", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Athletic Outfit 20200411", "previous": {"uuid": "8096a592-a4a2-4443-b894-40e2ebbec13f", "url": "https://www.simsfinds.com/downloads/207342/athletic-outfit-20200411-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Athletic Outfit 20200411", "previous": null}}}}
2025-02-06 17:31:00:964  {"uuid": "a05161a2-9e2f-4c41-90d4-12c236864b14", "url": "https://shushilda.com/catalog/sims-4-cc/shoes-sims4/ts4-nike-lunartempo-2/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "09ac14b3-5917-4063-8985-11b6f6039e2c", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1650136376&key=4c2b821af055f9b9adf8e577f40f2775&cid=303923", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TS4 Lunartempo  by shushilda", "previous": {"uuid": "f3728124-6b93-4271-9146-c307ea82a21c", "url": "https://www.simsfinds.com/continue?key=4c2b821af055f9b9adf8e577f40f2775", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TS4 Lunartempo  by shushilda", "previous": {"uuid": "af63e4fb-dfdc-4bd4-a662-b74ba8582e09", "url": "https://www.simsfinds.com/downloads/303923/ts4-lunartempo-by-shushilda-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TS4 Lunartempo  by shushilda", "previous": null}}}}
2025-02-06 17:31:00:964  {"uuid": "dd8249e9-8e68-4df6-9761-2cd0a8ec3b99", "url": "https://shushilda.com/catalog/sims-4-cc/shoes-sims4/adidas-hoops-2-0-mid-mesa/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "fdc57a3a-8f2b-444b-9e79-ab95a52c1733", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1670453706&key=a44cd935af538a75d8761864afe2d692&cid=316570", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TS4 ADIDAS HOOPS 2.0 MID MESA", "previous": {"uuid": "62370f1a-7ff4-4381-ae49-837f1f3a089e", "url": "https://www.simsfinds.com/continue?key=a44cd935af538a75d8761864afe2d692", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TS4 ADIDAS HOOPS 2.0 MID MESA", "previous": {"uuid": "cc414e9f-9193-4c85-b918-28021a63966b", "url": "https://www.simsfinds.com/downloads/316570/ts4-adidas-hoops-2-0-mid-mesa-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TS4 ADIDAS HOOPS 2.0 MID MESA", "previous": null}}}}
2025-02-06 17:31:00:964  {"uuid": "6ff0363a-0888-4fa5-b46b-8276a3da306a", "url": "https://www.nitropanic.net/2021/11/denise-jumpsuit-for-sims-4.html", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "f70fbd29-1739-4d92-932e-ebe14d7d8375", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1638366347&key=34300868c19392da32d7154363f98b41&cid=295688", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Denise Jumpsuit", "previous": {"uuid": "5dc1493f-5d57-4de0-a9ed-3e1095f37c91", "url": "https://www.simsfinds.com/continue?key=34300868c19392da32d7154363f98b41", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Denise Jumpsuit", "previous": {"uuid": "5b9e4746-3706-4c16-8ebc-e6035ac7b551", "url": "https://www.simsfinds.com/downloads/295688/denise-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Denise Jumpsuit", "previous": null}}}}
2025-02-06 17:31:00:964  {"uuid": "54288cc2-db1c-4079-ac80-a45690993d04", "url": "https://www.simmerkate.co.uk/single-post/tommy-hilfiger-sliders", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "0d985896-db06-491e-b21e-ae695803bceb", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1663459965&key=9ebd3292f943d36528ff87e989ffefd5&cid=312548", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TH Sliders &#40;Adult&#41;", "previous": {"uuid": "ae7d42b6-04ca-4d2c-9131-11aae037815c", "url": "https://www.simsfinds.com/continue?key=9ebd3292f943d36528ff87e989ffefd5", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TH Sliders &#40;Adult&#41;", "previous": {"uuid": "b1d75690-0a4f-496c-ac94-2042501e2ad1", "url": "https://www.simsfinds.com/downloads/312548/th-sliders-adult-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TH Sliders &#40;Adult&#41;", "previous": null}}}}
2025-02-06 17:31:00:965  {"uuid": "4a744530-3ce3-4b74-bd8d-8219869b522c", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/mp-off-shoulder-tricot-jumpsuit/id/1394861/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "10a09cd0-a8e8-4e53-b31e-26b3656a426c", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1510505629&key=f8537736c2d12215eb8b535fe7b9f7d5&cid=95816", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "MP Off Shoulder Tricot Jumpsuit", "previous": {"uuid": "04ef7a7d-67ca-4150-9b1e-797a28fbf181", "url": "https://www.simsfinds.com/continue?key=f8537736c2d12215eb8b535fe7b9f7d5", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "MP Off Shoulder Tricot Jumpsuit", "previous": {"uuid": "a0ad98f4-6e67-4a5d-9db7-8f1e0d8ec679", "url": "https://www.simsfinds.com/downloads/95816/mp-off-shoulder-tricot-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "MP Off Shoulder Tricot Jumpsuit", "previous": null}}}}
2025-02-06 17:31:00:968  {"uuid": "fb779b7c-1c7c-4f28-b919-b7ca71b8de11", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/jumpsuit-c060/id/1461509/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "01bc158e-7b48-47c7-837e-5d83b5a18241", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1568472010&key=e416e3c2eab9f4c789eaa87563b8feb8&cid=169012", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Jumpsuit C060", "previous": {"uuid": "28ca8526-ed5e-43d3-b925-47e3860c7aa2", "url": "https://www.simsfinds.com/continue?key=e416e3c2eab9f4c789eaa87563b8feb8", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Jumpsuit C060", "previous": {"uuid": "7d90c31b-4deb-4e06-b52a-a55bfeece848", "url": "https://www.simsfinds.com/downloads/169012/jumpsuit-c060-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Jumpsuit C060", "previous": null}}}}
2025-02-06 17:31:00:968  {"uuid": "ca703738-9076-454d-bede-72b1ce8dde85", "url": "https://www.thesimsresource.com/downloads/1452101", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "720cc6cd-f939-4bf9-80a8-8c5fcc7a608c", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1560190320&key=50e06117f3be63b464d08b831b8a66eb&cid=157783", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Playsuit BD58 by busra-tr", "previous": {"uuid": "9132d9b8-3c55-43d1-974d-ba2e55ac1267", "url": "https://www.simsfinds.com/continue?key=50e06117f3be63b464d08b831b8a66eb", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Playsuit BD58 by busra-tr", "previous": {"uuid": "dfaca7ca-aaa8-440f-ae21-bc27f7b37eec", "url": "https://www.simsfinds.com/downloads/157783/playsuit-bd58-by-busra-tr-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Playsuit BD58 by busra-tr", "previous": null}}}}
2025-02-06 17:31:00:968  {"uuid": "f9ee2c42-0ae1-4462-b813-faa423e4fcd9", "url": "https://tbadayinthelife.tumblr.com/post/633604946306220032", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "bb415ad4-c585-4d37-9c2b-feb85c26590a", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1604280642&key=ce18e54f3ed69e7f33b1b537d9b5d9d2&cid=250475", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TRANSPARENT CORSET JUMPSUIT", "previous": {"uuid": "387bf230-f4d4-4933-b630-3b90433db84d", "url": "https://www.simsfinds.com/continue?key=ce18e54f3ed69e7f33b1b537d9b5d9d2", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TRANSPARENT CORSET JUMPSUIT", "previous": {"uuid": "3d6b99f6-fd39-4fef-9c7c-4c521ffd94bd", "url": "https://www.simsfinds.com/downloads/250475/transparent-corset-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TRANSPARENT CORSET JUMPSUIT", "previous": null}}}}
2025-02-06 17:31:00:971  {"uuid": "ea97b67d-3b4a-44eb-ae7e-58437e992d39", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/lmcs-striped-cami-jumpsuit/id/1460453/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "b0b138b4-11e5-45c0-a9c5-3bc764942c26", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1567337252&key=fc7acd62489e1da5555d6634f0a741b2&cid=167475", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "LMCS Striped Cami Jumpsuit", "previous": {"uuid": "fb0b1f47-9564-406f-b393-93d3625f1098", "url": "https://www.simsfinds.com/continue?key=fc7acd62489e1da5555d6634f0a741b2", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "LMCS Striped Cami Jumpsuit", "previous": {"uuid": "a33ad686-22f1-4d43-9bcf-fd5da50a22a2", "url": "https://www.simsfinds.com/downloads/167475/lmcs-striped-cami-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "LMCS Striped Cami Jumpsuit", "previous": null}}}}
2025-02-06 17:31:00:971  {"uuid": "bed83d1a-2d8e-4f79-9d0b-7dae95dd5e59", "url": "https://shushilda.com/catalog/sims-4-cc/shoes-sims4/dior-shoes/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "27297184-84d1-4b46-964a-b0f5247ffa7b", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1640517351&key=95eed4cae1352b0aee4c2ee7341097d0&cid=297373", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TS4 Dior shoes", "previous": {"uuid": "87ec43fe-9308-43a2-9628-456f307072a7", "url": "https://www.simsfinds.com/continue?key=95eed4cae1352b0aee4c2ee7341097d0", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TS4 Dior shoes", "previous": {"uuid": "9532b548-3038-4d4e-97ce-a2837b62298a", "url": "https://www.simsfinds.com/downloads/297373/ts4-dior-shoes-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "TS4 Dior shoes", "previous": null}}}}
2025-02-06 17:31:00:976  {"uuid": "4e52cdaf-36e2-46d0-b5c9-388cf21d6ad1", "url": "https://www.thesimsresource.com/downloads/details/category/sims4-clothing-female-teenadultelder-everyday/title/ice-skating-jumpsuit/id/1434001/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "afe24a7e-9a84-475d-87d7-5bf2f364dcdc", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1544022062&key=828ce5fc217050aa20634502ee43aa01&cid=136888", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Ice Skating Jumpsuit", "previous": {"uuid": "b1fb9230-0da9-4e2a-9eba-f60a49205975", "url": "https://www.simsfinds.com/continue?key=828ce5fc217050aa20634502ee43aa01", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Ice Skating Jumpsuit", "previous": {"uuid": "36d33350-d405-472a-a005-a1c9a35eec77", "url": "https://www.simsfinds.com/downloads/136888/ice-skating-jumpsuit-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "Ice Skating Jumpsuit", "previous": null}}}}
2025-02-06 17:31:00:977  {"uuid": "8caf045b-4ae9-4565-82fe-47d3315df6c0", "url": "https://www.thesimsresource.com/members/linavees/downloads/details/category/sims4-accessories-female-socks/title/octavia-long-socks-leg-warmers/id/1726837/", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": null, "previous": {"uuid": "5fef4cbd-5802-4f71-a418-b5ae1f6184f7", "url": "https://click.simsfinds.com/download?flid=0&pass=2307102333&version=1735803583&key=a345a1732544d39153ed29516cdbbe13&cid=359299", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "OCTAVIA - LONG SOCKS & LEG WARMERS by linavees", "previous": {"uuid": "e375a7bd-eaba-4734-b3c1-93c965f7af5e", "url": "https://www.simsfinds.com/continue?key=a345a1732544d39153ed29516cdbbe13", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "OCTAVIA - LONG SOCKS & LEG WARMERS by linavees", "previous": {"uuid": "5b0f22e1-cae5-4ffd-8340-91098ce75f98", "url": "https://www.simsfinds.com/downloads/359299/octavia-long-socks-leg-warmers-by-linavees-sims4", "directory": "/Users/asiaserrano/ChromeDownloads/download_2025-02-06_17.18.02", "filename": "OCTAVIA - LONG SOCKS & LEG WARMERS by linavees", "previous": null}}}}
